gene,sv_genes_gpcounts,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde
Aurka,,,0,0.000964009
Aven,,,0,0.00096401
Azgp1,,,0,0.002545819
Azi2,,,0,0.035113956
B130024G19Rik,,,0,1.417321689
B130034C11Rik,,,0,1.184789192
B230120H23Rik,,,0,0.289757291
B230209E15Rik,,,0,0.00096401
B230209K01Rik,,,0,1.318662361
B230216N24Rik,,,0,0.00096401
B230217O12Rik,,,0,0.000964009
B3galt4,,,0,0.00096401
B3gnt5,,,0,0.000964011
B3gnt7,,,0,0.030973837
B3gntl1,,,0,0.000964009
B430319G15Rik,,,0,0.000964009
B4galt1,,,0,0.234290025
B4galt4,,,0,0.007543861
B4galt7,,,0,0.000964009
B630005N14Rik,,,0,0.178167832
B930003M22Rik,,,0,0.000964006
B930041F14Rik,,,0,0.296201111
BC002163,,,0,0.000964009
BC024978,,,0,0.000964009
BC025920,,,0,0.000964009
BC026590,,,0,0.000964008
BC027231,,,0,0.000964009
BC028528,,,0,0.00096401
BC030307,,,0,0.000964008
BC030867,,,0,0.000964009
BC031361,,,0,0.000964009
BC035044,,,0,0.000964011
BC037704,,,0,0.00096401
BC048679,,,0,0.00096401
BC051142,,,0,0.000964008
BC052688,,,0,0.00096401
BC056474,,,0,0.00096401
BC068281,,,0,0.00096401
Babam1,,,0,0.000964008
Bace2,,,0,0.000964009
Bag2,,,0,0.000964011
Bag6,,,0,0.000964009
Bahd1,,,0,0.000964009
Baiap2l1,,,0,0.00096401
Bap1,,,0,0.000964009
Bard1,,,0,0.00096401
Baz1b,,,0,0.053242872
Bbc3,,,0,0.00096401
Bcam,,,0,0.000964011
Bcap31,,,0,0.016819563
Bcat2,,,0,0.000964009
Bckdk,,,0,0.000964009
Bcl10,,,0,0.000964008
Bcl2a1d,,,0,0.00096401
Bcl2l11,,,0,0.317674522
Bcl2l12,,,0,0.00096401
Bcl2l15,,,0,0.00096401
Bcl7b,,,0,0.000964009
Bend4,,,0,0.00096401
Bend7,,,0,0.000964011
Bglap3,,,0,0.000964009
Bhlhb9,,,0,0.022063928
Bhmt,,,0,0.040312185
Bicd1,,,0,0.122835976
Blm,,,0,0.000964008
Blnk,,,0,0.006434696
Bloc1s3,,,0,0.203132009
Bmf,,,0,0.000965769
Bmp2,,,0,0.00096401
Bmp2k,,,0,0.072864704
Bmp3,,,0,0.000964012
Bnip2,,,0,0.043980325
Bnipl,,,0,0.012474475
Bod1,,,0,0.000964007
Bod1l,,,0,0.00096401
Bola1,,,0,0.193047467
Bphl,,,0,0.000964009
Bpifb3,,,0,0.000964008
Bpifb6,,,0,0.153315067
Brat1,,,0,0.00096401
Brca1,,,0,0.000964009
Brca2,,,0,0.000964009
Brd9,,,0,0.00096401
Bre,,,0,0.000964009
Brms1,,,0,0.099769475
Brms1l,,,0,0.000964011
Brox,,,0,0.00096401
Brwd3,,,0,0.000964009
Bst1,,,0,0.00096401
Btbd1,,,0,0.198083419
Btbd11,,,0,0.000964006
Btbd9,,,0,0.00096401
Btc,,,0,0.000964011
Bub1,,,0,0.30821235
Bub1b,,,0,0.00096401
Bub3,,,0,0.000964008
Bud13,,,0,0.045074529
Bud31,,,0,0.00096401
Bves,,,0,0.00096401
C030023E24Rik,,,0,0.016195865
C130036L24Rik,,,0,0.00096401
C130046K22Rik,,,0,0.00096401
C1qtnf1,,,0,0.000964009
C1qtnf2,,,0,0.001391796
C1qtnf6,,,0,0.000964009
C1qtnf7,,,0,0.00096401
C1ra,,,0,0.00096401
C1rb,,,0,0.00096401
C1s,,,0,0.071913053
C330013E15Rik,,,0,0.000964011
C330018D20Rik,,,0,0.000964009
C5ar2,,,0,0.00096401
C78339,,,0,0.170430572
C8g,,,0,0.00096401
C920006O11Rik,,,0,0.00096401
Cables2,,,0,0.000964012
Cabyr,,,0,0.00096401
Cachd1,,,0,0.00096401
Cacna1i,,,0,0.003682721
Cacna1s,,,0,0.00096401
Cacna2d3,,,0,0.00096401
Cacna2d4,,,0,0.000964009
Cacnb1,,,0,0.000964011
Cacng7,,,0,0.000964009
Cacybp,,,0,0.00096401
Calca,,,0,0.000964009
Calu,,,0,0.085510112
Capg,,,0,0.000964009
Capn2,,,0,0.122041934
Capn5,,,0,0.042167673
Caprin1,,,0,0.159541127
Car14,,,0,0.00096401
Car15,,,0,0.486450243
Car3,,,0,0.34452027
Card11,,,0,0.00096401
Carkd,,,0,0.004804668
Carm1,,,0,0.002106384
Casp12,,,0,0.000964009
Casp4,,,0,0.000964009
Casp7,,,0,0.005758468
Casp8,,,0,0.00096401
Casp9,,,0,0.174913756
Casz1,,,0,0.000964011
Catsperd,,,0,0.138862232
Cbl,,,0,0.166396994
Cblb,,,0,0.00096401
Cbln2,,,0,0.000964011
Cbr3,,,0,0.000964011
Cbx1,,,0,0.659618157
Cbx2,,,0,0.000964009
Cbx4,,,0,0.000964011
Ccdc103,,,0,0.001189218
Ccdc11,,,0,0.00096401
Ccdc116,,,0,0.030837876
Ccdc117,,,0,0.151167478
Ccdc122,,,0,0.000964009
Ccdc125,,,0,0.000964009
Ccdc142,,,0,0.00096401
Ccdc151,,,0,0.000964008
Ccdc152,,,0,0.000964009
Ccdc157,,,0,0.002614652
Ccdc159,,,0,0.00096401
Ccdc171,,,0,0.00096401
Ccdc18,,,0,0.000964009
Ccdc19,,,0,0.00096401
Ccdc23,,,0,0.000964006
Ccdc24,,,0,0.588157833
Ccdc28a,,,0,0.179187901
Ccdc3,,,0,0.000964009
Ccdc30,,,0,0.000964009
Ccdc33,,,0,0.000964011
Ccdc39,,,0,0.000964009
Ccdc41,,,0,0.00096401
Ccdc63,,,0,0.000964009
Ccdc65,,,0,0.000964009
Ccdc66,,,0,0.00096401
Ccdc67,,,0,0.000964009
Ccdc71l,,,0,0.000964009
Ccdc78,,,0,0.095135175
Ccdc81,,,0,0.00096401
Ccdc84,,,0,0.00096401
Ccdc93,,,0,0.061723118
Ccl17,,,0,0.000964009
Ccl19,,,0,0.000964008
Ccl2,,,0,0.00096401
Ccm2l,,,0,0.001094474
Ccnb2,,,0,0.000964009
Ccndbp1,,,0,0.000964011
Ccne1,,,0,0.000964008
Ccnh,,,0,0.000964006
Ccno,,,0,0.003122351
Ccp110,,,0,0.000964007
Ccr2,,,0,0.000964011
Cct3,,,0,0.000964009
Ccz1,,,0,0.000964009
Cd177,,,0,0.000964011
Cd180,,,0,0.00096401
Cd2bp2,,,0,0.00096401
Cd300lg,,,0,0.00096401
Cd320,,,0,0.000964018
Cd37,,,0,0.000964009
Cd38,,,0,0.000964009
Cd3eap,,,0,0.00096401
Cd44,,,0,0.000964008
Cd46,,,0,0.000964011
Cd53,,,0,0.00096401
Cd68,,,0,0.00096401
Cd79a,,,0,0.00096401
Cdc14b,,,0,0.324105845
Cdc20,,,0,0.00096401
Cdc37,,,0,0.000964009
Cdc37l1,,,0,0.000964011
Cdc6,,,0,0.00096401
Cdca2,,,0,0.000964011
Cdca4,,,0,0.00096401
Cdca7,,,0,0.00096401
Cdca8,,,0,0.607627208
Cdh13,,,0,0.000964009
Cdh18,,,0,0.750570933
Cdh8,,,0,0.043681745
Cdhr3,,,0,0.000964008
Cdk1,,,0,0.000964011
Cdk11b,,,0,0.000964009
Cdk18,,,0,0.000964008
Cdk2ap2,,,0,0.027169501
Cdk3-ps,,,0,0.115560034
Cdk5,,,0,0.00096401
Cdk5rap1,,,0,0.000964011
Cdkal1,,,0,0.00096401
Cdkl3,,,0,0.000964008
Cdkl4,,,0,0.00096401
Cdkl5,,,0,0.000964011
Cdkn1c,,,0,0.000964008
Cdkn2aip,,,0,0.000964009
Cdkn2c,,,0,0.000964011
Cdkn3,,,0,0.000964011
Cdnf,,,0,0.00096401
Cenpe,,,0,0.00096401
Cenph,,,0,0.00096401
Cenpk,,,0,0.00096401
Cenpl,,,0,0.000964011
Cenpp,,,0,0.000964009
Cep110,,,0,0.00096401
Cep120,,,0,0.00096401
Cep290,,,0,0.00096401
Cep41,,,0,0.00096401
Cep57,,,0,0.000964011
Cep63,,,0,0.140195808
Cep72,,,0,0.011009066
Cep97,,,0,0.248406689
Cept1,,,0,0.00096401
Ces1a,,,0,0.000964011
Ces1d,,,0,0.07387231
Ces5a,,,0,0.00096401
Cetn3,,,0,0.00096401
Cfdp1,,,0,0.000964008
Cggbp1,,,0,0.173689638
Cgn,,,0,0.07897612
Chaf1a,,,0,0.00096401
Chaf1b,,,0,0.000964011
Chchd3,,,0,0.000964008
Chmp2a,,,0,0.00096401
Chrna10,,,0,0.996291226
Chrna3,,,0,0.765375694
Chrnb1,,,0,0.000964009
Chrnb4,,,0,0.00096401
Chst11,,,0,0.000964009
Chst12,,,0,0.00096401
Chst3,,,0,0.00096401
Chst9,,,0,0.012850353
Churc1,,,0,0.000964009
Ciapin1,,,0,0.00096405
Cib1,,,0,0.000964008
Cit,,,0,0.000964007
Ciz1,,,0,0.013955138
Ckap2,,,0,0.000964009
Ckap4,,,0,0.000964008
Cklf,,,0,0.000964008
Cks1b,,,0,0.000964011
Cks2,,,0,0.000964011
Clasp2,,,0,0.000964011
Clcn4-2,,,0,0.000964011
Clcnka,,,0,0.00096401
Cldn1,,,0,1.024823833
Cldn12,,,0,0.000964008
Cldn26,,,0,0.000964009
Clec10a,,,0,0.00096401
Clec12b,,,0,0.00096401
Clec16a,,,0,0.000964005
Clec7a,,,0,0.00096401
Clk4,,,0,0.000964009
Cln3,,,0,0.00096401
Cltb,,,0,0.000964006
Clvs1,,,0,0.000964009
Cmc1,,,0,0.000964009
Cml1,,,0,0.000964007
Cml3,,,0,0.00096401
Cmpk2,,,0,0.000964009
Cmss1,,,0,0.000964009
Cmtm8,,,0,0.000964011
Cnbd2,,,0,0.141394244
Cndp1,,,0,0.289257638
Cngb1,,,0,0.00096401
Cnih,,,0,0.000964011
Cnksr2,,,0,0.000964009
Cnnm2,,,0,0.126169789
Cnnm3,,,0,0.000964008
Cnot7,,,0,0.000964009
Cnpy3,,,0,0.000964011
Cnst,,,0,0.000964009
Cntn3,,,0,0.000964006
Coa4,,,0,0.114816539
Coa6,,,0,0.165502955
Cog2,,,0,0.000964007
Cog3,,,0,0.00096401
Cog4,,,0,0.000964009
Col2a1,,,0,0.000964009
Col4a4,,,0,0.000964009
Col6a2,,,0,0.000964007
Col6a3,,,0,0.030428806
Col6a4,,,0,0.262671095
Col7a1,,,0,0.000964008
Colgalt2,,,0,0.00096401
Commd1,,,0,0.00096401
Comtd1,,,0,0.000964011
Copg2,,,0,0.00096401
Cops3,,,0,0.000964008
Cops6,,,0,0.00096401
Cops7b,,,0,0.000964007
Cops8,,,0,0.00096401
Coq2,,,0,0.000964009
Coq3,,,0,0.141290881
Coq7,,,0,0.413925232
Coq9,,,0,0.000964011
Coro1c,,,0,0.00096401
Coro2a,,,0,0.00096401
Coro6,,,0,0.00096401
Cox10,,,0,0.102456032
Cox11,,,0,0.00096401
Cox16,,,0,0.042491752
Cox17,,,0,0.000964008
Cox20,,,0,0.019589279
Cox4i2,,,0,0.000964009
Cox7a1,,,0,0.00412595
Cox8b,,,0,0.00096401
Cpm,,,0,0.000964008
Cpne5,,,0,0.000964009
Cpsf1,,,0,0.000964011
Crb2,,,0,0.000964009
Crebzf,,,0,0.00096401
Crhr2,,,0,0.000964011
Crlf1,,,0,0.00096401
Crlf2,,,0,0.00096401
Crls1,,,0,0.00096401
Crocc,,,0,0.00096401
Crtap,,,0,0.000964011
Crxos1,,,0,0.000964009
Cryga,,,0,0.00096401
Crym,,,0,0.000964009
Csk,,,0,0.000964011
Csl,,,0,0.00096401
Cspg4,,,0,0.000964009
Cspp1,,,0,0.000964007
Cst7,,,0,0.043512472
Cstf1,,,0,0.000964011
Cstf3,,,0,0.055974805
Ctdsp1,,,0,0.000964011
Ctdsp2,,,0,0.282096423
Ctps2,,,0,0.00096401
Ctsk,,,0,0.00096401
Ctxn2,,,0,0.00096401
Cubn,,,0,0.000964009
Cuedc1,,,0,0.087060977
Cutc,,,0,0.000964011
Cwf19l1,,,0,0.000964159
Cxcl10,,,0,0.000964009
Cxcl16,,,0,0.00096401
Cxcl9,,,0,0.017132457
Cxxc1,,,0,0.000964011
Cybb,,,0,0.000964009
Cyfip2,,,0,0.007036832
Cyp20a1,,,0,0.117293736
Cyp27b1,,,0,0.00096401
Cyp2a4,,,0,0.000964009
Cyp2u1,,,0,0.00096401
Cyp3a13,,,0,0.000964011
Cyp4a12b,,,0,0.080287384
Cyp4f14,,,0,0.00096401
Cyp4f15,,,0,0.000964006
Cyp4f16,,,0,0.00096401
Cytip,,,0,0.000964017
Cytl1,,,0,0.00096401
D10Wsu52e,,,0,0.00096401
D130020L05Rik,,,0,0.00096401
D130043K22Rik,,,0,0.00096401
D16Ertd519e,,,0,0.00096401
D230025D16Rik,,,0,0.000964008
D330045A20Rik,,,0,0.00096401
D5Ertd579e,,,0,0.002548008
D630003M21Rik,,,0,0.000964011
D630033O11Rik,,,0,0.000964009
D730039F16Rik,,,0,0.00096401
D8Ertd738e,,,0,0.00096401
Dand5,,,0,0.000964009
Dapk2,,,0,0.00096401
Dapl1,,,0,1.276659192
Dars2,,,0,0.000964007
Dbnl,,,0,0.000964007
Dbp,,,0,0.000964011
Dbr1,,,0,0.000964009
Dcaf17,,,0,0.000964009
Dcaf4,,,0,0.000964022
Dcaf6,,,0,0.00096401
Dcbld1,,,0,0.000964011
Dcc,,,0,0.00096401
Dcdc2a,,,0,0.000964007
Dcdc2b,,,0,0.000964008
Dclre1c,,,0,0.00096401
Dctn3,,,0,0.071149093
Dcxr,,,0,0.00096401
Ddhd1,,,0,0.00096401
Ddit4l,,,0,0.000964008
Ddo,,,0,0.00096401
Ddost,,,0,0.00096401
Ddx20,,,0,0.000964011
Ddx23,,,0,0.000964009
Ddx3x,,,0,0.00096401
Ddx4,,,0,0.000964009
Ddx52,,,0,0.00096401
Ddx56,,,0,0.00096401
Ddx59,,,0,0.00096401
Ddx60,,,0,0.000964011
Dennd4c,,,0,0.540349516
Dera,,,0,0.000964007
Derl2,,,0,0.000964011
Det1,,,0,0.000964011
Dffa,,,0,0.000964009
Dgat1,,,0,0.00096401
Dgat2l6,,,0,0.000964008
Dgcr14,,,0,0.000964009
Dgcr8,,,0,0.000964009
Dgkg,,,0,0.000964416
Dguok,,,0,0.004516479
Dhfr,,,0,0.000964008
Dhx38,,,0,0.000964009
Dhx9,,,0,0.00096401
Diablo,,,0,0.000964011
Dido1,,,0,0.000964011
Dio3,,,0,0.00096401
Dio3os,,,0,0.000964011
Disp1,,,0,0.00096401
Dixdc1,,,0,0.00096401
Dlc1,,,0,0.158500961
Dlgap2,,,0,0.000964011
Dmc1,,,0,0.00096401
Dmp1,,,0,1.175965667
Dmpk,,,0,0.000964008
Dnaaf1,,,0,0.00096401
Dnaaf3,,,0,0.00096401
Dnahc1,,,0,0.00096401
Dnahc10,,,0,0.00096401
Dnahc2,,,0,0.156647713
Dnahc5,,,0,0.000964009
Dnahc6,,,0,0.067464554
Dnahc7b,,,0,0.000964011
Dnaja2,,,0,0.000964009
Dnaja3,,,0,0.1008108
Dnajb1,,,0,0.000964009
Dnajb14,,,0,0.000964009
Dnajb3,,,0,0.000964388
Dnajb9,,,0,0.003805967
Dnajc2,,,0,0.000964008
Dnajc21,,,0,0.03919104
Dnajc24,,,0,0.000964011
Dnajc27,,,0,0.000964008
Dnajc28,,,0,0.000964008
Dnajc9,,,0,0.000964011
Dnali1,,,0,0.564198405
Dnase1l1,,,0,0.00096401
Dnd1,,,0,0.172448251
Dnm1l,,,0,0.00096401
Dnpep,,,0,0.000964009
Dnttip1,,,0,0.00096401
Doc2a,,,0,0.000964005
Doc2b,,,0,0.000964011
Dok1,,,0,0.000964008
Dok4,,,0,0.000964011
Dok6,,,0,0.941525199
Dopey2,,,0,0.000964009
Dpt,,,0,0.00096401
Dr1,,,0,0.000964008
Drd1a,,,0,0.00096401
Drg1,,,0,0.000964006
Dscam,,,0,0.931834789
Dsn1,,,0,0.000964009
Dstyk,,,0,0.106253262
Dtd1,,,0,0.000964011
Dtwd2,,,0,0.960947748
Dus2l,,,0,0.000964008
Dusp2,,,0,0.00096401
Dusp7,,,0,0.092211364
Dusp8,,,0,0.023056363
Dvl3,,,0,0.00096401
Dydc2,,,0,0.000964011
Dym,,,0,0.00096401
Dync1li1,,,0,0.00096401
Dync2h1,,,0,0.000964009
Dync2li1,,,0,0.000964005
Dyrk4,,,0,0.038415696
Dysf,,,0,0.00096401
Dyx1c1,,,0,0.09053021
E030011O05Rik,,,0,0.00096401
E130102H24Rik,,,0,0.000964009
E130114P18Rik,,,0,0.048555345
E130307A14Rik,,,0,0.00096401
E130309D02Rik,,,0,0.000964009
E130317F20Rik,,,0,0.224903532
E230016M11Rik,,,0,0.00096401
E2f3,,,0,0.00096401
E2f5,,,0,0.000964009
E330011O21Rik,,,0,0.00096401
E530001F21Rik,,,0,0.000964008
E530011L22Rik,,,0,0.000964007
Eaf2,,,0,0.08339253
Ear2,,,0,0.000964011
Ears2,,,0,0.000964011
Ebf1,,,0,0.000964009
Ebf4,,,0,0.000964009
Ecd,,,0,0.00096401
Ecel1,,,0,0.001015738
Eda,,,0,0.00096401
Edem2,,,0,0.000964009
Edn1,,,0,0.058825329
Eed,,,0,0.000964011
Eef1g,,,0,0.00096401
Efcab12,,,0,0.00096401
Efcab5,,,0,0.00096401
Efcab7,,,0,0.000964009
Efcab9,,,0,0.000964011
Efhc2,,,0,0.120413712
Efna4,,,0,0.115004071
Egfem1,,,0,0.000964009
Egfr,,,0,0.005497518
Ehd2,,,0,0.000964008
Ehf,,,0,0.00096401
Eid2b,,,0,0.000964008
Eif1a,,,0,0.47185995
Eif2ak2,,,0,0.22808641
Eif2ak3,,,0,0.000964008
Eif2s3x,,,0,0.00096401
Eif3d,,,0,0.000964006
Eif3k,,,0,0.00096401
Eif3m,,,0,0.14122385
Eif4a3,,,0,0.049710497
Eif4b,,,0,0.000964009
Eif4ebp1,,,0,0.000964009
Eif4g1,,,0,0.000964009
Elac1,,,0,0.447239626
Elmo3,,,0,0.648343432
Eme1,,,0,0.000964011
Eme2,,,0,0.000964008
Emg1,,,0,0.000988343
Eml6,,,0,0.000964011
Emr1,,,0,0.000964011
En2,,,0,0.00096401
Enc1,,,0,0.000964008
Endog,,,0,0.000964008
Eng,,,0,0.025620468
Enkd1,,,0,0.002472743
Eno3,,,0,0.000964007
Enox2,,,0,0.000964007
Enthd2,,,0,0.11375277
Entpd7,,,0,0.000964009
Ep300,,,0,0.395820494
Epc2,,,0,0.000964006
Epg5,,,0,0.284921502
Epha1,,,0,0.514195328
Epha7,,,0,0.000964009
Epha8,,,0,0.00096401
Epm2aip1,,,0,0.000964009
Eps8l1,,,0,0.000965381
Erbb2,,,0,0.000964011
Erbb4,,,0,0.00096401
Ercc3,,,0,0.000964007
Ercc6l2,,,0,0.161552063
Erg,,,0,0.00096401
Erich2,,,0,0.000964009
Erlin1,,,0,0.000964009
Ermn,,,0,0.012062395
Ermp1,,,0,0.000964009
Ero1lb,,,0,0.00096401
Esrrb,,,0,0.000964011
Ethe1,,,0,0.000964011
Eva1b,,,0,0.273784986
Evl,,,0,0.00096401
Evpl,,,0,0.058960755
Exo5,,,0,0.00096401
Exoc3l,,,0,0.00096401
Exoc4,,,0,0.00096401
Exog,,,0,0.000964006
Exosc6,,,0,0.000964008
Exosc7,,,0,0.002750311
Exosc9,,,0,0.000964008
Ezh1,,,0,0.000964008
F12,,,0,0.032195285
F630028O10Rik,,,0,0.000964011
F8a,,,0,0.000964038
F930015N05Rik,,,0,0.075896851
Fa2h,,,0,0.000964009
Fadd,,,0,0.000964008
Fam105a,,,0,0.00096401
Fam110c,,,0,0.207564426
Fam114a2,,,0,0.005329318
Fam115a,,,0,0.000964009
Fam118a,,,0,0.00096401
Fam13c,,,0,0.00096401
Fam159a,,,0,0.000964011
Fam166a,,,0,0.000964009
Fam166b,,,0,0.000964011
Fam167a,,,0,0.00096401
Fam172a,,,0,0.000964007
Fam178a,,,0,0.000964008
Fam178b,,,0,0.00096401
Fam180a,,,0,0.095902914
Fam181a,,,0,0.003059543
Fam186b,,,0,1.982221091
Fam187b,,,0,0.00096401
Fam193b,,,0,0.000964008
Fam196b,,,0,0.063490103
Fam198b,,,0,0.000964008
Fam207a,,,0,0.000964007
Fam210a,,,0,0.323120836
Fam214b,,,0,0.000964006
Fam219a,,,0,0.000964011
Fam219b,,,0,0.000964008
Fam222a,,,0,0.00096401
Fam227a,,,0,0.00096401
Fam229a,,,0,0.000964009
Fam26f,,,0,0.000964011
Fam43a,,,0,0.000964007
Fam57b,,,0,0.000964008
Fam63a,,,0,0.00096401
Fam64a,,,0,0.00096401
Fam65b,,,0,0.000964011
Fam71d,,,0,0.000964011
Fam71e1,,,0,0.229735194
Fam72a,,,0,0.000964012
Fam78a,,,0,0.00096401
Fam86,,,0,0.000964009
Fam89b,,,0,0.000964008
Fancb,,,0,0.00096401
Far2,,,0,0.000964009
Fasl,,,0,0.00096401
Fastkd1,,,0,0.094201046
Fastkd3,,,0,0.00096401
Fat3,,,0,0.180234052
Fbf1,,,0,0.000964011
Fblim1,,,0,0.00096401
Fbn2,,,0,0.00096401
Fbp1,,,0,0.00096401
Fbxl14,,,0,0.00096401
Fbxl18,,,0,0.00096401
Fbxl19,,,0,0.069100691
Fbxl21,,,0,0.00096401
Fbxl22,,,0,0.000969742
Fbxl3,,,0,0.000964008
Fbxl4,,,0,0.000964009
Fbxl5,,,0,0.000964011
Fbxo11,,,0,0.000964011
Fbxo25,,,0,0.000964012
Fbxo30,,,0,0.00096401
Fbxo36,,,0,0.000964011
Fbxo42,,,0,0.183095081
Fbxo5,,,0,0.000964011
Fbxo6,,,0,0.000964009
Fcna,,,0,0.00096401
Fdxr,,,0,0.00096401
Fem1c,,,0,0.000964008
Fermt3,,,0,0.00096401
Fert2,,,0,0.000964008
Fezf2,,,0,0.136114845
Fgd2,,,0,0.348394119
Fgd3,,,0,0.00096401
Fgd4,,,0,0.018703271
Fgd5,,,0,0.000964008
Fgf10,,,0,0.311307838
Fgf14,,,0,0.000964006
Fgf16,,,0,0.000964009
Fgf17,,,0,0.555606193
Fgf18,,,0,0.000964011
Fgfr1op2,,,0,0.00096401
Fhit,,,0,0.00096401
Fhl4,,,0,0.00096401
Fhod1,,,0,0.00096401
Ficd,,,0,0.002140257
Figf,,,0,0.00096401
Fignl2,,,0,0.000964008
Fitm2,,,0,0.00096401
Fkbp14,,,0,0.000964008
Fkbp15,,,0,0.000964009
Fktn,,,0,0.091589995
Fmnl1,,,0,0.000967233
Fmnl3,,,0,0.000964011
Fn3k,,,0,0.000964008
Fndc3b,,,0,0.000964011
Fndc9,,,0,0.032233276
Focad,,,0,0.000964009
Foxf1,,,0,0.00096401
Foxf2,,,0,0.00096401
Foxm1,,,0,0.150930854
Foxp4,,,0,0.000964009
Foxr2,,,0,0.04559946
Foxs1,,,0,0.00096401
Fpgs,,,0,1.651482611
Frk,,,0,0.000964009
Frmd5,,,0,0.000964008
Frmpd4,,,0,0.0009659
Frs3,,,0,0.000964009
Fsd1,,,0,0.054197165
Fstl4,,,0,0.000964011
Ftsj1,,,0,0.000964007
Ftsj2,,,0,0.00096401
Ftsj3,,,0,0.00096401
Fundc1,,,0,0.000964008
Fundc2,,,0,0.000964008
Fut11,,,0,0.24515117
Fut7,,,0,0.000964035
Fxyd2,,,0,0.000964011
Fxyd5,,,0,0.391817233
Fyb,,,0,0.00096401
Fzd8,,,0,0.000964009
Fzd9,,,0,0.000964009
G0s2,,,0,0.000964007
G3bp2,,,0,0.000964011
G6pdx,,,0,0.00096401
Gabarap,,,0,0.195820832
Gabbr2,,,0,0.00096401
Gabpb1,,,0,0.000964011
Gabrr2,,,0,0.808123714
Gadd45b,,,0,0.000964007
Galnt14,,,0,0.017971697
Garem,,,0,0.030299304
Gas2,,,0,0.00096401
Gas2l2,,,0,0.021428183
Gas8,,,0,0.001025355
Gbe1,,,0,0.000969328
Gbp4,,,0,0.00096401
Gbp9,,,0,0.00096401
Gcat,,,0,0.000964006
Gcfc2,,,0,0.00096401
Gcnt4,,,0,0.000964011
Gdf10,,,0,0.000964009
Gdf11,,,0,0.315767138
Gdnf,,,0,0.000964009
Gemin4,,,0,0.000964009
Gemin5,,,0,0.000964009
Gemin6,,,0,0.000964009
Ggcx,,,0,0.000964009
Ggn,,,0,0.00096401
Ggnbp1,,,0,0.000964091
Ggta1,,,0,0.00096401
Gh,,,0,0.00096401
Ghrh,,,0,0.000964011
Ghrl,,,0,0.747484232
Gigyf1,,,0,0.00096401
Gimap4,,,0,0.00096401
Gimap6,,,0,0.00096401
Gimap8,,,0,0.000964009
Gins1,,,0,0.00096401
Gins2,,,0,0.000964008
Gipc1,,,0,0.000964009
Gipr,,,0,0.00096401
Git1,,,0,0.00096401
Gja3,,,0,0.00096401
Gjb1,,,0,0.007860357
Glb1l2,,,0,0.00096401
Gle1,,,0,0.367223843
Gli2,,,0,0.046919292
Glod5,,,0,0.115526088
Glra4,,,0,0.000964011
Glrx,,,0,0.000964011
Glrx2,,,0,0.00096401
Gltscr1,,,0,0.00096401
Glyctk,,,0,0.00096401
Gm10069,,,0,0.000964011
Gm10190,,,0,0.00096401
Gm10408,,,0,0.00096401
Gm10409,,,0,0.029429663
Gm10432,,,0,0.000964008
Gm10474,,,0,0.000964011
Gm10536,,,0,0.00096401
Gm10677,,,0,0.00096401
Gm10767,,,0,0.000964008
Gm10778,,,0,0.106591005
Gm10790,,,0,0.00096401
Gm11346,,,0,0.00096401
Gm1141,,,0,0.000964009
Gm11517,,,0,0.000964011
Gm11944,,,0,0.00096401
Gm11974,,,0,0.000964009
Gm11978,,,0,0.00096401
Gm12060,,,0,0.00096401
Gm12185,,,0,0.00096401
Gm12429,,,0,0.00096401
Gm12942,,,0,0.00096401
Gm12992,,,0,0.00096401
Gm13139,,,0,0.000964011
Gm13157,,,0,0.000964009
Gm13315,,,0,0.00096401
Gm13704,,,0,0.00096401
Gm14169,,,0,0.000964011
Gm14288,,,0,0.00096401
Gm14305,,,0,0.00096401
Gm14391,,,0,0.00096401
Gm14403,,,0,0.000964008
Gm14420,,,0,0.00096401
Gm14744,,,0,0.000964011
Gm14827,,,0,0.00096401
Gm14872,,,0,0.000964009
Gm15421,,,0,0.000964009
Gm1564,,,0,0.000964011
Gm15708,,,0,0.00096401
Gm16023,,,0,0.00096401
Gm16062,,,0,0.00096401
Gm16197,,,0,0.00096401
Gm16386,,,0,0.00096401
Gm16532,,,0,0.00096401
Gm16548,,,0,0.00096401
Gm16596,,,0,0.000965697
Gm166,,,0,0.000964009
Gm16617,,,0,0.00096401
Gm16702,,,0,0.000964008
Gm16796,,,0,0.000964009
Gm16897,,,0,0.00096401
Gm16907,,,0,0.00096401
Gm17296,,,0,0.00096401
Gm17455,,,0,0.00096401
Gm17660,,,0,0.00096401
Gm17762,,,0,0.00096401
Gm20063,,,0,0.00096401
Gm20172,,,0,0.000964011
Gm2027,,,0,0.000964007
Gm20597,,,0,0.023210143
Gm20743,,,0,0.00096401
Gm21284,,,0,0.00096401
Gm216,,,0,0.296727134
Gm3086,,,0,0.00096401
Gm4285,,,0,0.000964009
Gm4349,,,0,0.00096401
Gm4787,,,0,0.00096401
Gm4944,,,0,0.000964008
Gm4961,,,0,0.000964009
Gm5,,,0,0.407780695
Gm5039,,,0,0.00096401
Gm5077,,,0,0.034983192
Gm5105,,,0,0.000964011
Gm5113,,,0,0.00096401
Gm5141,,,0,0.086994462
Gm5177,,,0,0.000964011
Gm527,,,0,0.00149166
Gm5434,,,0,0.00096401
Gm5480,,,0,0.000964011
Gm5918,,,0,0.325262324
Gm6194,,,0,0.000964008
Gm6297,,,0,0.00096401
