,gene,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC_periodic,BIC_linear,BIC_rbf,pval,q_value
13937,Card11,-21.34967444,-21.34965254,-2.19E-05,0.186912233,64.94203207,59.3813506,64.9420754,1,1
13938,Sapcd2,-40.63689173,-40.636889,-2.73E-06,0.00479523,103.5165047,97.9558229,103.51651,1,1
13939,Zc3h12b,-42.18221848,-43.15987561,0.977657136,5.079473031,108.562478,103.001801,106.6071635,0.162015336,0.801393437
13940,Pigg,-35.95058028,-35.950595,1.47E-05,0.07708124,94.14391638,88.5832353,94.14388708,0.99567375,1
13941,Rnu12,-16.55503492,-16.55500355,-3.14E-05,0.392789671,55.35273407,49.7920526,55.35279636,1,1
13942,Gdpd4,-103.9512879,-103.951288,9.91E-08,0.012026704,230.1453022,224.58462,230.1453023,0.999644785,1
13943,Tdo2,-14.68218171,-14.6821817,-1.47E-08,0.665142216,51.60708998,46.0464083,51.60708994,1,1
13944,Asgr2,-18.80302438,-18.80302551,1.13E-06,0.230974788,59.84877725,54.2880961,59.84877528,0.998800517,1
13945,4931429I11Rik,-29.80228274,-30.04989584,0.247613095,3.03652998,82.34251832,76.7818371,81.847292,0.481605237,1
13946,Cbln3,-19.48925857,-19.48925896,3.89E-07,1.658929512,61.22124381,55.6605629,61.22124366,0.999296232,1
13947,Serpinb6b,-64.62472962,-65.015429,0.390699379,6.917848506,152.273584,146.712902,151.4921858,0.376713691,1
13948,4930577N17Rik,-29.48494609,-29.48490209,-4.40E-05,0.12821591,81.21253218,75.6518503,81.2126187,1,1
13949,Gli3,-82.88461203,-83.82901125,0.944399221,3.101235234,189.9007479,184.340066,188.0119506,0.169337508,0.82443841
13950,Adgb,-36.4557318,-36.45951975,0.003787951,1.165319568,95.16176586,89.6010842,95.15419012,0.930639989,1
13951,Fgf7,-36.13847657,-36.37233631,0.233859742,1.303672252,94.98739942,89.4267173,94.51967966,0.494038188,1
13952,Gm9054,-8.914491646,-8.914491638,-8.03E-09,0.095396639,40.07170979,34.5110282,40.07170982,1,1
13953,C1qtnf7,-35.8926825,-35.89268209,-4.05E-07,0.00193018,94.02809173,88.4674091,94.02809152,1,1
13954,4921501E09Rik,-8.914491646,-8.914491638,-8.03E-09,0.095396639,40.07170979,34.5110282,40.07170982,1,1
13955,Plekhh1,-64.1350941,-64.38179017,0.246696073,3.356966359,151.006307,145.445627,150.5129147,0.482418035,1
13956,Il17re,-19.299494,-19.66205599,0.362561993,3.364680333,61.56683855,56.0061567,60.84171452,0.394468275,1
13957,1700023L04Rik,-19.33460807,-19.33460838,3.14E-07,0.058731026,60.91194371,55.3512615,60.91194266,0.999367705,1
13958,Pkd1,-68.87293962,-68.87293942,-2.04E-07,0.393281791,159.9886098,154.427924,159.9886058,1,1
13959,4930555G01Rik,-32.24103679,-32.24062121,-0.000415574,0.412762925,86.72396893,81.1632882,86.7248001,1,1
13960,Mir300,-8.866836929,-8.86683692,-9.20E-09,0.309173166,39.97640036,34.4157187,39.97640038,1,1
13961,9430037G07Rik,-46.04998425,-46.15073759,0.100753339,2.379196554,114.5442004,108.983519,114.342695,0.653507438,1
13962,Wnt10a,-87.1214519,-87.45796401,0.336512116,1.618112638,197.1586552,191.597973,196.4856303,0.411999205,1
13963,2810007J24Rik,-16.38764408,-16.3875817,-6.24E-05,0.524472823,55.01790898,49.457209,55.01801468,1,1
13964,Fgf18,-15.23678,-15.23677448,-5.52E-06,0.210453777,52.71627558,47.155594,52.71628652,1,1
13965,Tenm1,-30.60993379,-30.60993347,-3.21E-07,5.995766694,83.46259346,77.9019118,83.4625941,1,1
13966,Ky,-44.85015205,-44.85015143,-6.23E-07,0.011666287,111.9430297,106.382348,111.9430306,1,1
13967,Marveld2,-34.47188087,-34.47219301,0.000312135,0.610857142,91.18711251,85.626431,91.18648826,0.980066612,1
13968,Gm4285,-46.31861358,-46.31861347,-1.19E-07,3.785155088,114.8799535,109.319272,114.8799537,1,1
13969,Tmem74b,-20.4935281,-20.49344032,-8.78E-05,0.45018209,63.22960791,57.6689262,63.22978272,1,1
13970,Ang,-55.99497709,-55.99497658,-5.16E-07,1.075865549,134.2326797,128.671998,134.2326807,1,1
13971,Serpine1,-63.23127781,-63.23127631,-1.50E-06,0.025555743,148.705279,143.144612,148.7052821,1,1
13972,Htra4,-26.78363163,-27.29552385,0.511892225,6.057842209,76.83377412,71.2730926,75.80998978,0.311623006,1
13973,Hyls1,-21.26225853,-21.26222968,-2.88E-05,0.317460676,64.76718655,59.2065049,64.76724358,1,1
13974,Amt,-26.3349855,-26.33498532,-1.79E-07,0.000289048,74.91269729,69.3520155,74.91269752,1,1
13975,Ect2,-53.80043674,-53.80043741,6.66E-07,1.975726882,129.8436014,124.28292,129.8436,0.999079143,1
13976,Ttc16,-56.15948185,-56.15948258,7.29E-07,0.777166447,134.5616908,129.001008,134.5616902,0.999036573,1
13977,Mctp2,-32.80658536,-32.80658516,-2.02E-07,3.591127182,87.85589684,82.2952152,87.85589724,1,1
13978,AA467197,-42.18509407,-42.18448938,-0.000604692,0.66602222,106.6117061,101.051026,106.6129147,1,1
13979,Usf1,-90.56035958,-90.5603592,-3.83E-07,0.4287946,203.3634448,197.802763,203.3634457,1,1
13980,Pbk,-33.16843532,-33.16843509,-2.29E-07,0.100479719,88.57960034,83.0189151,88.57959716,1,1
13981,Tdrd9,-19.44200996,-19.49804576,0.05603581,1.102972923,61.23881832,55.6781377,61.12674644,0.737797841,1
13982,Cdca3,-45.30180382,-45.53884351,0.237039695,4.162871953,113.3204134,107.759731,112.8463342,0.49111642,1
13983,Cenpn,-53.55302582,-53.56223891,0.009213095,0.741697348,129.3672039,123.806522,129.3487782,0.892024372,1
13984,Gck,-18.15388903,-18.15389234,3.31E-06,0.109524282,58.55051099,52.9898294,58.55050458,0.997947096,1
13985,Xlr3a,-16.22075882,-16.22066559,-9.32E-05,0.634751165,54.68405791,49.1233767,54.68424416,1,1
13986,Dennd1c,-34.1611412,-34.50702182,0.345880623,4.912428174,91.25677261,85.6960895,90.56500892,0.405565961,1
13987,Tnfaip3,-42.87902928,-42.87903319,3.91E-06,0.063078607,108.0007928,102.440111,108.0007851,0.997768778,1
13988,Steap3,-64.50967068,-64.72921805,0.219547378,1.655343959,151.7011629,146.140482,151.2620679,0.507559702,1
13989,Mki67,-34.21713726,-34.30925642,0.092119153,0.195449504,90.86123935,85.3005577,90.67700104,0.667755926,1
13990,Mtfr2,-23.05525808,-23.1875652,0.132307125,2.3322495,68.61785071,63.0571703,68.35324268,0.606967678,1
13991,Gabrr1,-30.5914741,-30.59925717,0.007783069,0.957589902,83.44124049,77.8805589,83.42567472,0.900710127,1
13992,5930430L01Rik,-29.31197704,-29.31197701,-2.38E-08,4.342851399,80.86668073,75.3059989,80.8666806,1,1
13993,Slc36a4,-51.66974756,-51.89605682,0.226309258,3.190078572,126.0348399,120.474158,125.5822216,0.501094079,1
13994,Gabbr2,-30.74905815,-30.74905814,-1.16E-08,0.041139258,83.74084279,78.1801612,83.74084282,1,1
13995,Rpusd3,-38.36441692,-38.42000371,0.055586797,1.530480694,99.08271055,93.5220289,98.97156036,0.738811951,1
13996,Lepr,-67.28440854,-67.28440787,-6.66E-07,1.120825305,156.8115423,151.250861,156.8115436,1,1
13997,Gm11974,-34.02652341,-34.02605936,-0.000464051,0.712514833,90.29483172,84.7341525,90.29577334,1,1
13998,Gusb,-87.18446116,-87.18446088,-2.73E-07,0.001977465,196.6116483,191.050967,196.6116488,1,1
13999,Fezf1,-23.79668637,-23.79669057,4.19E-06,0.017966945,69.83609812,64.2754255,69.83609926,0.997690269,1
14000,Zglp1,-88.09221145,-88.09221223,7.74E-07,2.485031901,198.427151,192.866469,198.4271494,0.999007283,1
14001,Pcdhgb5,-14.66064883,-14.66064889,6.04E-08,0.480602858,51.5640249,46.0033427,51.56402418,0.999722685,1
14002,A230072C01Rik,-15.18387848,-15.18374243,-0.000136045,0.590635358,52.61021135,47.0495303,52.61048348,1,1
14003,Gm21284,-16.7396385,-16.73957757,-6.09E-05,0.534385484,55.72188221,50.1612005,55.72200352,1,1
14004,Figf,-27.82858386,-27.82822739,-0.000356474,0.622003909,77.89918288,72.338501,77.89989424,1,1
14005,Zfp935,-16.88681,-16.886767,-4.30E-05,0.474158702,56.01626058,50.4555788,56.01634652,1,1
14006,Cenpk,-24.62154,-24.62153984,-1.61E-07,1.438816438,71.48580621,65.9251246,71.48580652,1,1
14007,Supt20,-54.10002507,-54.26909872,0.169073657,3.404952312,130.7809249,125.220245,130.4427767,0.560900584,1
14008,Ppp1r42,-29.78829474,-29.78829392,-8.28E-07,0.000816652,81.81931435,76.2586327,81.819316,1,1
14009,Adam3,-12.91963623,-12.91963693,7.00E-07,0.110794374,48.08200031,42.5213186,48.08199898,0.99905593,1
14010,Fam89a,-46.25503728,-49.26929055,3.01425327,5.11297879,119.7500059,114.189323,114.7528011,0.014076638,0.151021495
14011,Ear2,-16.7500804,-16.74999459,-8.58E-05,0.87192844,55.74271605,50.1820346,55.74288732,1,1
14012,Gm13704,-15.8948482,-15.89477517,-7.30E-05,0.489992857,54.032277,48.4715958,54.03242292,1,1
14013,Esm1,-54.09814817,-54.09909521,0.000947039,0.757579751,130.4409172,124.880236,130.4390229,0.96528622,1
14014,Ccl12,-63.50104149,-63.69165133,0.190609841,0.186124254,149.6260293,144.065349,149.2448095,0.536951205,1
14015,Il11,-15.01648058,-15.01662083,0.000140243,1.45010039,52.27596816,46.7152872,52.27568768,0.98663788,1
14016,Lmbrd2,-88.93588172,-89.21271996,0.27683824,3.911579797,200.6681664,195.107485,200.11449,0.456819365,1
14017,Fbxl18,-26.30123449,-26.30123435,-1.31E-07,0.00089626,74.84519523,69.2845137,74.8451955,1,1
14018,2700081L22Rik,-64.14169532,-64.14169431,-1.01E-06,0.347982296,150.5261152,144.965434,150.5261172,1,1
14019,Hdc,-45.30757601,-45.36284918,0.055273166,0.960281728,112.9684261,107.407743,112.8578785,0.739523,1
14020,Mettl20,-47.35011656,-47.35011639,-1.76E-07,0.002622413,116.9429593,111.382278,116.9429596,1,1
14021,Slc9b2,-27.13052449,-27.31095508,0.180430589,2.596799493,76.86463655,71.3039549,76.5037755,0.548028348,1
14022,Nrg4,-15.64063729,-15.64053455,-0.000102737,0.55283063,53.52379574,47.9631146,53.5240011,1,1
14023,Cox4i2,-32.10760967,-32.10735462,-0.000255044,0.477472836,86.45743608,80.8967564,86.45794586,1,1
14024,D1Pas1,-16.49576725,-16.67290385,0.177136603,1.284720747,55.58853425,50.0278526,55.23426102,0.551704083,1
14025,Atp2c2,-22.68832679,-22.69090161,0.002574813,1.72572317,67.62452578,62.0638442,67.6193801,0.942792194,1
14026,Rbks,-28.1544009,-28.21060159,0.056200696,3.666291165,78.66392071,73.1032391,78.55152832,0.737426575,1
14027,Dmrta1,-13.59406572,-13.59406591,1.91E-07,0.104335131,49.43085838,43.8701766,49.43085796,0.999506858,1
14028,Baiap2l1,-23.35815236,-23.35815202,-3.37E-07,0.018643952,68.95903056,63.3983489,68.95903124,1,1
14029,Cryba4,-53.509018,-53.68022077,0.171202762,2.425676859,129.6031682,124.042487,129.2607625,0.558443988,1
14030,Fam194a,-57.17095395,-57.70891605,0.537962098,1.359196541,137.6605658,132.099877,136.5846344,0.299611134,1
14031,Slc17a9,-23.67167988,-23.67167931,-5.75E-07,0.000383903,69.58608527,64.0254041,69.58608628,1,1
14032,1700001K19Rik,-20.42943526,-20.42934451,-9.08E-05,0.431876053,63.10141646,57.5407348,63.10159704,1,1
14033,Ckap2l,-31.19358129,-31.19358491,3.63E-06,2.106419791,84.62989705,79.0692148,84.6298891,0.997850152,1
14034,2210404O09Rik,-51.03819976,-51.06736047,0.029160711,1.184369098,124.3774473,118.816766,124.319126,0.809168945,1
14035,Kctd10,-20.08597276,-20.08568305,-0.000289717,1.106848163,62.4140895,56.8534088,62.41467204,1,1
14036,D730039F16Rik,-23.7821486,-23.7817579,-0.000390702,0.774911933,69.80624266,64.2455611,69.80702372,1,1
14037,Foxf1,-31.24202511,-31.24202476,-3.50E-07,0.160090005,84.72677604,79.1660944,84.72677674,1,1
14038,Zfp455,-97.83398116,-97.83397946,-1.70E-06,0.003305094,217.9106856,212.350004,217.9106888,1,1
14039,Myo1f,-60.83082029,-60.8308195,-7.90E-07,0.001144023,143.9043655,138.343684,143.9043671,1,1
14040,Zfp418,-69.4191756,-69.43550633,0.016330724,1.163661183,161.1137396,155.553058,161.0810777,0.856583603,1
14041,Foxr2,-40.74933126,-40.749331,-2.53E-07,0.644875074,103.7413886,98.1807069,103.741389,1,1
14042,Asb4,-18.15425443,-18.15425722,2.80E-06,0.058649168,58.55123962,52.9905605,58.55123538,0.998111862,1
14043,Adora3,-23.34735247,-23.34735232,-1.47E-07,3.552360208,68.93743117,63.3767495,68.93743146,1,1
14044,Emilin2,-97.19022824,-97.38110781,0.190879562,2.421477143,217.0049418,211.444261,216.623183,0.536663283,1
14045,Igf2as,-15.76023722,-15.76014218,-9.50E-05,0.544698761,53.76301088,48.20233,53.76320096,1,1
14046,Ccm2l,-20.10783629,-20.10761399,-0.000222298,1.163397217,62.45790998,56.8972291,62.4583991,1,1
14047,Kcnk5,-39.101623,-39.10162286,-1.39E-07,0.001591674,100.4459723,94.8852907,100.4459725,1,1
14048,Cdnf,-20.42998998,-20.42986823,-0.00012175,0.462500502,63.10246314,57.5417814,63.10270648,1,1
14049,Adam4,-42.03766173,-42.03765967,-2.06E-06,3.925465286,106.3180459,100.757364,106.31805,1,1
14050,Adcy4,-63.23106086,-63.23194034,0.000879478,0.070069759,148.7066077,143.145929,148.7048482,0.966546601,1
14051,Slc26a2,-28.09824181,-28.09824165,-1.57E-07,0.000328599,78.43920982,72.8785282,78.43921014,1,1
14052,Ncapg2,-56.20168723,-56.49855283,0.296865602,2.316402415,135.2398325,129.679149,134.646101,0.440979902,1
14053,Pemt,-48.72426397,-48.86003258,0.135768606,2.614314285,119.9627921,114.40211,119.6912545,0.602302457,1
14054,Neil3,-16.19881825,-16.19873935,-7.89E-05,0.551665163,54.6402066,49.0795243,54.64036302,1,1
14055,Odf3b,-18.07456382,-18.07455653,-7.29E-06,0.218828418,58.39183986,52.8311582,58.39185416,1,1
14056,Csf2rb,-32.77952092,-33.00484601,0.225325096,1.528005168,88.25226821,82.6915866,87.80176836,0.50202635,1
14057,Apoa1,-27.62276786,-27.62259844,-0.00016942,0.249246916,77.48792313,71.9272426,77.48826224,1,1
14058,Tslp,-19.43254625,-19.43234276,-0.000203485,0.583591943,61.10741238,55.5467312,61.10781902,1,1
14059,E430018J23Rik,-13.31624875,-13.31624904,2.89E-07,0.150841415,48.87522461,43.3145429,48.87522402,0.999393398,1
14060,Pde6g,-17.64853338,-17.64853769,4.32E-06,0.005990828,57.53980761,51.9791203,57.53979328,0.997654711,1
14061,Dock8,-45.36094625,-45.52324014,0.162293883,0.764553571,113.2892076,107.728525,112.964619,0.568863522,1
14062,Bcl2a1b,-50.39863011,-50.40281717,0.004187058,0.497827745,123.0483607,117.487679,123.0399867,0.927087205,1
14063,Dnm3os,-91.39446134,-91.39452812,6.68E-05,1.412764025,205.0317824,199.471102,205.0316492,0.990777819,1
14064,Fam83h,-20.78193484,-20.7820185,8.37E-05,1.493745033,63.80675895,58.2460754,63.8065962,0.989677006,1
14065,Zap70,-53.42934816,-53.43451164,0.005163473,0.06289407,129.1117417,123.55106,129.1014228,0.919057048,1
14066,Rhbg,-21.69195264,-21.69193205,-2.06E-05,0.243013569,65.62659133,60.0659095,65.6266318,1,1
14067,Ggcx,-57.88494833,-57.88494817,-1.61E-07,3.254505002,138.0126229,132.451941,138.0126232,1,1
14068,2010308F09Rik,-13.54944261,-13.54944279,1.83E-07,0.482601388,49.34161205,43.78093,49.34161174,0.999517296,1
14069,Dnaaf1,-36.54069206,-36.54021194,-0.000480123,0.649283869,95.32314939,89.7624679,95.32411064,1,1
14070,Aoc2,-27.65374515,-27.66800863,0.014263471,1.095536199,77.57874483,72.0180637,77.55021682,0.865875923,1
14071,5930412G12Rik,-45.65584416,-46.02270432,0.366860153,4.460166287,114.2881379,108.727456,113.5544148,0.391679944,1
14072,Ptx3,-23.79647241,-23.80584146,0.009369057,0.02062246,69.85441774,64.2937387,69.83567134,0.891119932,1
14073,Shcbp1l,-34.34597188,-34.34596913,-2.75E-06,0.046127951,90.93466478,85.3739832,90.93467028,1,1
14074,Csf3r,-19.93818619,-19.93818693,7.42E-07,0.017123436,62.11910161,56.5584183,62.1190989,0.999028021,1
14075,1700093K21Rik,-27.37390657,-27.37390626,-3.11E-07,0.000886384,76.99065954,71.4298574,76.99053966,1,1
14076,AF357426,-13.26509428,-13.26509474,4.60E-07,0.24863941,48.77291593,43.2122343,48.77291508,0.999234696,1
14077,R74862,-22.24602864,-22.26011713,0.014088488,2.259469894,66.76292374,61.2022418,66.7347838,0.866693427,1
14078,Dffb,-84.79050794,-85.08762112,0.297113178,2.071794302,192.4179688,186.857287,191.8237424,0.440789451,1
14079,Myl1,-37.61731128,-37.61731112,-1.65E-07,0.004896203,97.47734876,91.9166671,97.47734908,1,1
14080,Tusc5,-28.14562716,-28.14547136,-0.000155806,0.330555827,78.53366938,72.9729888,78.53398084,1,1
14081,Rnf32,-93.14739283,-93.2693817,0.121988877,4.440308039,208.7814905,203.220808,208.5375122,0.621347817,1
14082,Endou,-65.04333449,-65.36892995,0.325595456,3.608310633,152.9805865,147.419905,152.3293955,0.419687219,1
14083,4930444P10Rik,-49.10926974,-49.53308576,0.423816014,2.336554178,121.3088974,115.748216,120.461266,0.35722309,1
14084,Gm14137,-54.35183233,-54.35183324,9.08E-07,0.030020407,130.9463929,125.385711,130.9463912,0.998924779,1
14085,Ly6k,-9.004304826,-9.004304883,5.70E-08,0.02385345,40.25133629,34.6906547,40.25133618,0.999730603,1
14086,Fndc9,-49.79401816,-49.79401784,-3.12E-07,2.746105799,121.8307622,116.270081,121.8307628,1,1
14087,Gm13315,-28.78812103,-28.78800805,-0.000112983,0.317335318,79.81874403,74.2580618,79.81896858,1,1
14088,Pon3,-29.13805531,-29.13791425,-0.000141055,0.337509016,80.51855537,74.9578742,80.51883714,1,1
14089,Creb5,-23.89139269,-23.89254233,0.001149641,1.312765509,70.02780972,64.4671292,70.0255119,0.96175543,1
14090,Cachd1,-57.86935501,-57.8693544,-6.13E-07,0.858960644,137.9814353,132.420754,137.9814365,1,1
14091,Slc5a11,-25.63195199,-25.86170702,0.229755034,2.69630825,73.96614045,68.405459,73.5066305,0.497853033,1
14092,Gbp9,-35.94533412,-35.9453334,-7.16E-07,0.001145279,94.13339332,88.5727117,94.13339476,1,1
14093,Mmp13,-21.45076231,-21.45076219,-1.14E-07,3.538182465,65.14425094,59.5835691,65.14425114,1,1
14094,Mar-10,-32.32893305,-32.32893291,-1.32E-07,6.407490709,86.90078142,81.3399107,86.90059262,1,1
14095,AW146154,-22.59397789,-22.59398855,1.07E-05,2.184323748,67.43076769,61.8700217,67.4306823,0.996308988,1
14096,Msc,-32.52541889,-32.53900814,0.013589251,1.835185611,87.32067647,81.7599948,87.2935643,0.869054935,1
14097,Naalad2,-26.6249363,-26.62493608,-2.23E-07,0.000755847,75.49259867,69.931917,75.49259912,1,1
14098,6330415B21Rik,-56.12443794,-56.30400051,0.179562569,0.926680927,134.8507271,129.290045,134.4916024,0.548992513,1
14099,Hephl1,-38.58614768,-38.58553225,-0.000615425,1.065323595,99.41378992,93.8531105,99.41502188,1,1
14100,Olfml2b,-39.72356716,-39.72310419,-0.000462971,0.547048356,101.6889355,96.1282553,101.6898608,1,1
14101,Gpr143,-15.72219826,-15.72207979,-0.000118464,0.623209738,53.6868862,48.1262055,53.68712304,1,1
14102,Tlr1,-22.71313756,-22.71314816,1.06E-05,0.534551246,67.66902301,62.1083413,67.66900164,0.996326277,1
14103,4932438H23Rik,-35.90583976,-35.90583984,8.35E-08,0.560090044,94.05440559,88.4937246,94.05440604,0.999673939,1
14104,Slc43a1,-16.61419339,-16.61416305,-3.03E-05,0.422219824,55.47105297,49.9103715,55.4711133,1,1
14105,Dnahc8,-53.2045687,-54.48839398,1.283825278,10.84663454,131.2194149,125.658733,128.6518639,0.109069612,0.637675753
14106,Tacr3,-59.78976059,-59.78976311,2.51E-06,0.003409244,141.822247,136.261571,141.8222477,0.998212313,1
14107,Galc,-87.66720744,-87.66720785,4.12E-07,0.368521013,197.5771408,192.016459,197.5771414,0.999275725,1
14108,2010005H15Rik,-16.31481212,-16.31477074,-4.14E-05,0.432199473,54.87226837,49.3115873,54.87235076,1,1
14109,4921530D09Rik,-23.23945735,-23.23945719,-1.62E-07,0.014314328,68.7216409,63.1609593,68.72164122,1,1
14110,Agr2,-22.36768431,-22.36767854,-5.77E-06,0.118520314,66.97808397,61.4174023,66.97809514,1,1
14111,A930001A20Rik,-21.07046708,-21.07038875,-7.83E-05,0.480626615,64.38350471,58.8228228,64.38366068,1,1
14112,Grk4,-43.84422498,-43.84422473,-2.47E-07,0.070037537,109.9316688,104.370494,109.9311765,1,1
14113,Tmem30b,-22.29610595,-22.29608336,-2.26E-05,0.24473182,66.83489387,61.2742119,66.83493842,1,1
14114,Gm3833,-57.87018048,-57.87035339,0.000172906,0.274650537,137.9834337,132.422752,137.9830875,0.985163377,1
14115,Nutm1,-13.53864669,-13.53864681,1.13E-07,0.121140073,49.3200203,43.7593386,49.3200199,0.99962069,1
14116,Fasl,-21.03360708,-21.03355711,-5.00E-05,0.310998336,64.30984101,58.7491599,64.30994068,1,1
14117,1700095B22Rik,-42.78418713,-42.78419051,3.39E-06,0.000901328,107.8111003,102.250426,107.8111008,0.997922436,1
14118,Plscr3,-14.74640431,-15.25438659,0.507982274,2.091444981,52.75150049,47.1908187,51.73553514,0.313478146,1
14119,Twist1,-52.08815426,-52.41147765,0.323323385,0.439134635,127.0655897,121.504908,126.419035,0.421314104,1
14120,Mob3a,-66.27228159,-66.2724356,0.000154012,0.225283885,154.7875977,149.226916,154.7872897,0.985997356,1
14121,Psd4,-23.47125844,-23.4712652,6.76E-06,0.035961195,69.1852571,63.624575,69.1852434,0.997066221,1
14122,Ltk,-47.46565343,-47.46540755,-0.000245883,0.300490722,117.1735423,111.612864,117.1740334,1,1
14123,Gm8234,-14.7847345,-14.88409336,0.099358862,1.14345085,52.01091231,46.4502307,51.81219552,0.655757859,1
14124,Procr,-34.0946854,-34.09468154,-3.86E-06,0.059065696,90.43211657,84.871408,90.43209732,1,1
14125,Edaradd,-36.32508599,-36.51789852,0.192812537,4.319261455,95.27852365,89.7178419,94.8928985,0.53460806,1
14126,Il2rg,-16.51002811,-16.5099637,-6.44E-05,0.549409289,55.2626546,49.7019725,55.26278274,1,1
14127,Krtcap3,-19.25468155,-19.2544943,-0.000187248,0.505869197,60.75171519,55.191035,60.75208962,1,1
