,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC,pval,q value
Gsdmd,-92.72567417,-92.79067291,0.064998746,0.883997892,,0.798762863,1
Il1r1,-58.8062972,-59.41883013,0.612532923,4.14413075,,0.433835711,1
Amhr2,-82.77010043,-82.77010003,-3.96E-07,0.047741684,,1,1
Plch1,-68.37014857,-68.37014916,5.88E-07,0.308556413,,0.999388043,1
Fibin,-225.3320534,-225.4614874,0.129434006,1.77748546,,0.719019604,1
Ccdc116,-45.64319496,-45.64319464,-3.19E-07,0.072134793,,1,1
Lrfn5,-51.72240144,-52.07914119,0.356739746,5.235755088,,0.550322496,1
Rtp1,-51.57740985,-51.57666729,-0.00074256,0.357491844,,1,1
Hic1,-160.3825921,-160.5117652,0.129173092,0.171034113,,0.719290951,1
Trpc6,-105.1610062,-105.1701177,0.009111578,1.818621735,,0.923953761,1
Tmem119,-190.0150015,-191.7384485,1.723446961,1.263912427,,0.189249949,1
Pdia5,-127.3643981,-127.3643974,-6.44E-07,0.310647538,,1,1
Cdt1,-58.82723722,-58.82723713,-9.16E-08,0.000915382,,1,1
Pdk4,-102.2651904,-102.2717108,0.006520365,0.759462319,,0.935641746,1
Fut7,-15.68011573,-15.67997973,-0.000136002,0.705265075,,1,1
Ip6k3,-59.10991293,-59.10991303,9.78E-08,0.000993514,,0.999750502,1
Alpk1,-37.0381069,-37.03811183,4.93E-06,0.178056391,,0.998227776,1
Dmp1,-107.7725783,-107.7725778,-4.83E-07,0.000506619,,1,1
Syk,-97.58241779,-97.61573464,0.033316851,0.003575096,,0.855167565,1
Adrb1,-101.4211326,-101.4211322,-4.04E-07,1.745858758,,1,1
Bora,-46.39782803,-46.41876772,0.02093969,1.267752762,,0.884943375,1
Myh6,-42.2311946,-42.23119276,-1.84E-06,3.54639363,,1,1
2410131K14Rik,-164.2928956,-164.3740219,0.081126291,0.000350717,,0.775776858,1
Mmachc,-270.6562272,-270.6562268,-4.14E-07,3.39E-05,,1,1
Cenpa,-42.74296345,-43.10580682,0.36284337,2.678947301,,0.546931326,1
Rnf123,-161.231343,-161.2313425,-4.15E-07,0.003069172,,1,1
Thrb,-189.0090878,-189.1655953,0.15650747,0.040463133,,0.692392575,1
Car3,-23.6009038,-23.6400817,0.039177906,1.985118909,,0.843096628,1
Zfp112,-94.91441078,-94.91441011,-6.69E-07,0.518528881,,1,1
Cd177,-16.28157263,-16.28150345,-6.92E-05,0.515235074,,1,1
Tmem69,-86.28805409,-86.28818693,0.000132846,1.573529484,,0.990803881,1
Zfp449,-141.9739334,-141.9739328,-6.14E-07,1.092303379,,1,1
Vstm2b,-213.1431053,-213.1431052,-2.47E-08,0.00047001,,1,1
Trpc5,-55.39149279,-55.39149263,-1.58E-07,3.759416474,,1,1
Nat1,-62.06249488,-62.06237537,-0.000119513,0.09995447,,1,1
Lhx9,-22.58870565,-22.58870542,-2.21E-07,0.015129387,,1,1
Zbtb49,-108.228366,-108.2283701,4.16E-06,2.164695423,,0.998372113,1
Slc6a4,-20.56124716,-20.5611264,-0.000120753,0.48302948,,1,1
Plekhs1,-13.88229479,-13.88229516,3.63E-07,0.142032627,,0.999519399,1
Vav1,-60.58299128,-60.58300906,1.78E-05,1.797327408,,0.996635842,1
9030617O03Rik,-125.4888219,-125.4906489,0.001827028,0.101336465,,0.965905805,1
Itga8,-93.77472915,-93.79005233,0.015323178,0.37337156,,0.901484063,1
1700120K04Rik,-28.9184283,-28.91842823,-6.65E-08,0.02081318,,1,1
Gfm2,-197.6475763,-197.6475738,-2.51E-06,0.008118782,,1,1
Parp4,-204.2403193,-207.4040752,3.163755867,3.952253427,,0.075289781,1
Flt3,-133.8400538,-134.681567,0.841513239,4.2165833,,0.358964342,1
Oas1a,-63.40178446,-63.40143629,-0.000348171,0.286452913,,1,1
Helz2,-60.28525835,-60.3120524,0.026794053,1.675900698,,0.869976065,1
Gm10536,-20.47934767,-20.47923487,-0.000112795,0.499914881,,1,1
Slc25a42,-201.3167483,-201.3951446,0.078396332,0.001343999,,0.779482531,1
Gm10408,-43.88801331,-43.88801295,-3.60E-07,0.002365956,,1,1
Mypn,-71.74538887,-72.00125239,0.255863526,5.375856013,,0.612976318,1
Lig3,-110.5423674,-110.5422537,-0.000113691,0.298434027,,1,1
Adsl,-57.15646443,-57.59811454,0.441650114,1.628508897,,0.506327089,1
Thsd4,-166.3393916,-167.3828102,1.04341869,1.148241105,,0.307027706,1
Cpeb4,-155.3251134,-155.7077907,0.38267734,0.173564111,,0.536173841,1
4833417C18Rik,-14.63044071,-14.63044062,-8.45E-08,0.042358545,,1,1
Psmb9,-73.02405645,-73.09103924,0.066982791,3.00776339,,0.795781581,1
Xrcc3,-169.8325746,-169.9550672,0.122492593,0.033169137,,0.726346639,1
Rps6ka3,-46.31217345,-46.31217275,-6.99E-07,0.639996357,,1,1
Fut11,-153.186191,-153.3062006,0.120009578,0.994773298,,0.729024102,1
Zfp575,-127.9473601,-128.0914841,0.144124072,1.319456261,,0.704215067,1
Atp10b,-38.44831894,-38.47117527,0.022856322,2.751987717,,0.879831302,1
Ces5a,-15.72838402,-15.91139942,0.183015399,5.797933302,,0.668794559,1
Siah1b,-86.7061835,-86.76035454,0.054171041,1.421652258,,0.81595808,1
Il12rb2,-51.3777647,-51.37776468,-2.36E-08,0.108071342,,1,1
Srpx2,-20.15988844,-20.24810288,0.088214436,1.129722186,,0.766459523,1
Zfp251,-95.60605602,-95.60605587,-1.50E-07,0.057566554,,1,1
Trp73,-49.44895558,-49.85756263,0.408607057,3.869685478,,0.522677356,1
Cep128,-110.3788325,-110.3797166,0.000884044,0.107104271,,0.97628009,1
Rnaseh1,-174.2257717,-174.2257713,-4.33E-07,1.20825182,,1,1
BC006965,-56.85322032,-58.36161265,1.508392328,5.045405848,,0.219384567,1
Hapln3,-20.03941113,-20.03940498,-6.15E-06,0.115273341,,1,1
Zfp72,-26.24999789,-26.27696294,0.026965049,3.067217666,,0.86956553,1
Dok1,-43.70535793,-43.705094,-0.000263934,0.185461965,,1,1
AW551984,-123.5425206,-123.5982046,0.055683997,0.013291612,,0.813452404,1
Fam166a,-91.29933465,-91.30028433,0.000949681,0.872442118,,0.975415566,1
Srfbp1,-148.2036095,-148.7200569,0.516447383,2.458232181,,0.472361074,1
Notch4,-72.5102853,-72.57908259,0.068797292,0.244874605,,0.793096037,1
Zscan2,-44.22569757,-44.27813135,0.052433784,3.458911848,,0.818881162,1
Zfp772,-195.7316886,-197.0542849,1.32259634,1.409515084,,0.25012662,1
Fap,-114.114565,-114.742923,0.628358037,0.175445868,,0.427958237,1
D830031N03Rik,-66.45478885,-66.4547889,5.58E-08,0.040611203,,0.999811548,1
Gm8580,-95.90427426,-95.90400981,-0.000264453,0.772486747,,1,1
Xdh,-51.27047005,-51.27046961,-4.44E-07,2.860469856,,1,1
Hpse,-94.74244604,-94.74244908,3.04E-06,1.765913978,,0.998608856,1
Cep104,-77.47064009,-79.24122963,1.770589544,4.155986106,,0.183309135,1
Rab30,-178.9439878,-179.1109865,0.166998638,1.391353154,,0.682793105,1
Cd68,-86.76528042,-86.76527998,-4.38E-07,0.11271686,,1,1
Zfp947,-63.31974538,-63.32614576,0.00640038,0.98757387,,0.936235366,1
Crcp,-138.8344781,-138.8411604,0.006682306,0.062525259,,0.934849199,1
5330434G04Rik,-64.26976937,-64.59404669,0.324277318,1.705351513,,0.569048401,1
Frem2,-85.38129634,-85.38189323,0.000596884,0.78249735,,0.980508648,1
Dnase1,-111.1360344,-111.136035,5.49E-07,0.015069057,,0.999408643,1
4930432K21Rik,-51.3513093,-51.50796141,0.156652106,2.303037711,,0.692257734,1
Plk4,-84.71613621,-84.71592326,-0.000212948,0.133722282,,1,1
Rad51ap1,-59.24617478,-59.24617648,1.70E-06,0.016695086,,0.998961111,1
2410057H14Rik,-14.85635252,-14.8563524,-1.12E-07,0.3633046,,1,1
Cpm,-71.39542076,-71.39541783,-2.93E-06,0.003256042,,1,1
Cblb,-203.325684,-203.3256833,-6.99E-07,1.68E-05,,1,1
Alox5ap,-96.8562361,-99.09288899,2.236652888,3.0157077,,0.134772436,1
Pstpip1,-50.52051547,-50.59545512,0.07493965,1.232631537,,0.784275926,1
Best1,-52.09762158,-52.19575846,0.098136877,2.489094582,,0.754077014,1
2210408F21Rik,-24.38210023,-24.38210377,3.54E-06,4.977757237,,0.998499003,1
Slc52a3,-113.2938599,-113.2975573,0.003697315,0.693151896,,0.951514068,1
D930048N14Rik,-49.53897851,-49.53879817,-0.000180338,0.675158894,,1,1
Ggnbp1,-146.5020102,-146.821822,0.319811736,1.56076746,,0.571720806,1
B230209K01Rik,-40.6934526,-40.69345252,-7.67E-08,4.943241739,,1,1
Irf1,-159.0928823,-159.095532,0.002649713,0.904692596,,0.95894673,1
Zfp64,-207.0620832,-207.0622843,0.000201086,0.361175149,,0.988685988,1
Armc6,-138.5982503,-138.5982499,-4.80E-07,0.007525527,,1,1
1700067P10Rik,-16.06804516,-16.21471688,0.146671725,1.40069715,,0.701736486,1
Glipr2,-168.5388526,-168.9665431,0.427690482,3.020095652,,0.513124375,1
Vamp8,-213.3860059,-213.3860047,-1.13E-06,0.19602461,,1,1
1700023F06Rik,-157.6178572,-157.759346,0.141488778,1.023043385,,0.706805429,1
Ccdc62,-74.77995515,-74.78807274,0.008117588,1.568793127,,0.928209611,1
Cops7b,-140.7575337,-140.7575287,-4.98E-06,0.104043593,,1,1
E130201H02Rik,-81.73071602,-81.73071893,2.91E-06,0.038315849,,0.998638607,1
Prr9,-13.54731583,-13.54731603,2.00E-07,0.317155485,,0.999642858,1
Slc35f5,-311.6303824,-311.7810134,0.150631,0.617526024,,0.69793308,1
Ebf3,-100.2094165,-100.8274582,0.618041751,2.600366365,,0.431775916,1
Flt1,-175.8928107,-175.8928113,6.68E-07,0.000257024,,0.999347979,1
Msto1,-30.2155064,-30.21550626,-1.44E-07,0.000687267,,1,1
Rnf113a1,-181.1927791,-181.2500534,0.057274318,1.912766405,,0.810857044,1
BC055402,-24.16366321,-24.16366717,3.96E-06,0.097975916,,0.998412953,1
Pou5f2,-16.50970391,-16.50966303,-4.09E-05,0.44826879,,1,1
Cfb,-34.9307891,-34.93078885,-2.47E-07,0.347501223,,1,1
Nit1,-162.2942857,-162.6489958,0.354710064,0.179354901,,0.551458911,1
Tbl1x,-157.6655102,-157.7088175,0.043307296,4.427915636,,0.835147723,1
Abi3,-151.441604,-151.5299835,0.088379503,0.904349785,,0.76624748,1
Hist1h4n,-21.93992656,-21.93990953,-1.70E-05,0.31984821,,1,1
Uevld,-107.9967786,-108.0314321,0.034653523,0.023919915,,0.852323551,1
Fyb,-55.39888227,-55.39888221,-6.42E-08,4.34892013,,1,1
Cgref1,-102.6361805,-102.6362404,5.99E-05,0.107677653,,0.993822256,1
Med8,-165.245196,-165.3654938,0.120297862,3.218006162,,0.728711659,1
B930059L03Rik,-35.68839608,-35.69515624,0.006760155,0.000888843,,0.93447164,1
2500004C02Rik,-77.53136457,-77.5313634,-1.17E-06,0.008767609,,1,1
Zfat,-116.7905932,-116.9326582,0.142065024,0.850371233,,0.706236668,1
Gm16853,-80.36194327,-80.36541548,0.003472207,0.036742288,,0.953011499,1
Agbl2,-109.041871,-109.0418715,5.36E-07,0.059776608,,0.999415654,1
A230056P14Rik,-104.0682875,-104.0682865,-9.57E-07,0.174249621,,1,1
Phox2a,-20.44421172,-20.44405353,-0.000158196,0.621638942,,1,1
Myo18b,-39.45063312,-39.45063292,-1.94E-07,0.452606349,,1,1
Gpr101,-123.9636864,-123.9636852,-1.18E-06,2.247817552,,1,1
Snhg10,-104.1348621,-104.1348617,-4.22E-07,0.00012522,,1,1
Dapp1,-172.0032037,-172.0032031,-5.86E-07,1.690039225,,1,1
Ankrd37,-176.2130847,-176.3661794,0.153094726,0.932934647,,0.695595298,1
Tbck,-46.9278599,-47.91324092,0.985381022,3.128139293,,0.320873919,1
Rbm43,-35.04122996,-35.25987139,0.218641432,4.413378394,,0.640077034,1
Nudt6,-128.97116,-129.1969576,0.225797582,0.981362442,,0.634657519,1
Trim13,-195.0876743,-195.1248352,0.037160957,0.700015613,,0.84713771,1
P2rx6,-22.86066003,-22.86065984,-1.94E-07,0.013363413,,1,1
Dhx37,-23.87260227,-23.8723948,-0.000207465,0.484129017,,1,1
Ptpru,-84.07917977,-84.0791791,-6.69E-07,0.000159762,,1,1
Tmprss7,-43.16303162,-43.16314338,0.000111759,0.267053928,,0.991565247,1
Gm12191,-123.0088531,-123.0109974,0.002144261,0.717716429,,0.963066222,1
Sema4a,-230.9792931,-230.9914176,0.012124454,0.000411246,,0.912321267,1
Tcirg1,-172.1873414,-172.1876398,0.000298408,0.42789146,,0.986217642,1
Fam129c,-70.43727088,-70.43727017,-7.14E-07,0.000846166,,1,1
Anxa1,-93.34086511,-93.47250333,0.13163822,0.437894229,,0.716739487,1
Triqk,-179.0460074,-179.0460064,-9.60E-07,0.002598919,,1,1
Ltv1,-293.4671511,-293.4671503,-7.67E-07,2.28773086,,1,1
Ccdc114,-68.0355745,-68.03560877,3.43E-05,2.297929317,,0.995329091,1
Lgals4,-80.26248022,-80.26285106,0.000370846,0.948877462,,0.984635807,1
Slc26a7,-14.05156793,-14.0515681,1.75E-07,0.098408999,,0.999665985,1
Prdm5,-135.45019,-135.4863182,0.036128218,0.001391469,,0.849250954,1
H2-Oa,-30.12469048,-30.12466046,-3.00E-05,0.274610492,,1,1
Csrp2,-134.4529455,-134.673293,0.22034749,4.340017067,,0.638775276,1
9130008F23Rik,-79.2793515,-79.31126872,0.031917215,0.952420552,,0.858209471,1
Acot11,-140.1807588,-140.1807592,3.54E-07,4.580577734,,0.999525554,1
Erbb4,-40.04124338,-40.04124266,-7.20E-07,0.055766675,,1,1
Mxra7,-107.5949368,-107.6396937,0.044756943,2.190568257,,0.832451593,1
Gpkow,-67.84618584,-67.84618548,-3.56E-07,0.000322866,,1,1
Casz1,-27.4196901,-27.41939112,-0.000298984,0.468209981,,1,1
Antxr2,-95.31764154,-95.31764106,-4.86E-07,6.73E-05,,1,1
Gm6787,-99.53878183,-99.60859518,0.069813353,2.936944949,,0.791608733,1
Mospd1,-64.65682284,-64.76236651,0.105543666,2.608969772,,0.745275794,1
Man2b2,-110.3192965,-110.3192963,-2.06E-07,0.496285176,,1,1
Lrrc32,-109.4466866,-109.446686,-6.36E-07,0.655895723,,1,1
Lyve1,-61.67423691,-61.70559729,0.031360379,1.725483847,,0.859438782,1
B3galt4,-130.2374165,-130.2374155,-9.43E-07,0.108228804,,1,1
Arl5b,-105.0114428,-105.0114396,-3.20E-06,0.008395501,,1,1
Ifi35,-131.9057553,-131.9057542,-1.05E-06,0.001201607,,1,1
Ptprc,-110.1765442,-110.6608184,0.484274183,2.027300948,,0.48649264,1
4931428F04Rik,-65.6344501,-65.64794494,0.013494834,0.801855951,,0.907519977,1
Ly96,-16.9035011,-16.93899159,0.03549049,1.774452849,,0.850571567,1
Glt1d1,-29.36186831,-29.36186849,1.75E-07,3.291080845,,0.999666259,1
Bfsp2,-108.2133286,-108.2149819,0.001653328,0.514898867,,0.967566048,1
Acer2,-102.9778371,-103.1036151,0.125778022,0.869379488,,0.722850335,1
Flt3l,-78.88335017,-78.88338464,3.45E-05,0.083144344,,0.995315012,1
Nexn,-66.91585279,-67.02317588,0.107323083,4.461412966,,0.743212595,1
Eri2,-137.3649446,-138.7372491,1.372304539,2.55852698,,0.241416326,1
Tmprss9,-25.26545699,-25.26535001,-0.000106974,0.408665946,,1,1
Gdnf,-34.2738277,-34.36026397,0.086436276,2.304232739,,0.768757545,1
Mdm1,-250.4140014,-250.4292549,0.015253504,0.459063226,,0.901707156,1
Bmp2k,-105.5384637,-105.5384635,-1.97E-07,0.054105304,,1,1
Slc7a3,-76.90202725,-76.90202659,-6.59E-07,0.000325396,,1,1
Gm5113,-29.25876973,-29.25866904,-0.000100687,0.28401865,,1,1
Ddx20,-141.6760597,-141.6760669,7.21E-06,2.938732024,,0.997857058,1
Trim12a,-100.2879971,-100.3193531,0.031355981,0.849084699,,0.859448536,1
Sigirr,-41.07885843,-41.14173043,0.062872006,1.11305988,,0.802012885,1
Acta2,-260.2844179,-263.5559153,3.271497423,0.186880524,,0.070493252,1
Gm3893,-105.7423319,-105.7789772,0.036645334,0.953619811,,0.848188945,1
Klhl6,-30.79222539,-30.7922256,2.04E-07,0.002665943,,0.999639706,1
Clec12b,-16.38445231,-16.38440288,-4.94E-05,0.48618896,,1,1
Ncaph,-27.49624685,-27.49624651,-3.47E-07,0.007321593,,1,1
Llgl2,-52.26612089,-52.95102837,0.68490748,2.500056764,,0.407901956,1
Senp1,-118.6998193,-118.699819,-2.61E-07,0.006857455,,1,1
Cyp2a4,-44.40815527,-44.60105802,0.192902753,4.499006479,,0.660511583,1
Elac1,-116.3268168,-116.3268168,-1.26E-08,4.905242843,,1,1
Sh3d21,-58.38958169,-58.38981485,0.000233168,0.272336166,,0.987816907,1
Gpr83,-77.38728359,-77.38728341,-1.77E-07,0.006568752,,1,1
Sdsl,-133.6667031,-133.7970732,0.130370119,0.413251406,,0.718048595,1
Dclk3,-48.94989838,-48.94989839,1.42E-08,0.364468116,,0.999904981,1
Ebf1,-49.20936741,-50.21051823,1.001150812,3.636070647,,0.317032205,1
A230009B12Rik,-18.35018311,-18.35018512,2.01E-06,0.156537205,,0.998868564,1
1700029I15Rik,-104.4109691,-104.4109687,-3.45E-07,0.000563233,,1,1
Cers6,-104.3088481,-104.3088212,-2.69E-05,0.726987774,,1,1
Fam198b,-80.33210965,-80.33210656,-3.09E-06,0.038424197,,1,1
Extl1,-93.56209576,-93.56198438,-0.000111378,0.044250731,,1,1
Gm6981,-55.30025146,-55.30002946,-0.000221995,0.159994803,,1,1
Miat,-273.9839349,-273.9839244,-1.05E-05,0.000713163,,1,1
Gabrb1,-117.8589639,-117.8740925,0.015128559,0.033928346,,0.902108518,1
Il15ra,-58.67629117,-58.67629553,4.35E-06,0.214675103,,0.998335469,1
Mybl1,-25.57520564,-25.575208,2.35E-06,8.513609168,,0.998776495,1
Sstr1,-91.36065836,-92.98672527,1.626066907,4.680048739,,0.202247915,1
Htra3,-84.05730358,-84.3434075,0.286103913,1.1674697,,0.592728121,1
Stag3,-47.13999557,-47.13999541,-1.60E-07,6.09E-05,,1,1
Ccdc89,-25.2852512,-25.28525421,3.02E-06,0.314373037,,0.99861434,1
Ankrd16,-119.3239819,-119.323983,1.06E-06,0.125752983,,0.999176914,1
Nudt8,-127.7023742,-127.7253877,0.02301347,1.202319156,,0.879422048,1
Lrch3,-59.55566766,-59.55566771,5.25E-08,0.052590913,,0.999817168,1
Ccdc94,-85.76524557,-85.76524566,8.46E-08,0.002903734,,0.999767936,1
Mttp,-156.8835286,-156.883529,4.13E-07,1.66E-05,,0.999487088,1
Lepre1,-121.356565,-121.5552554,0.198690406,1.108346826,,0.655779995,1
Rev1,-94.35180414,-94.35180401,-1.39E-07,0.059860862,,1,1
Pycard,-89.71505635,-89.95878815,0.243731805,0.653442254,,0.621523706,1
Med12l,-104.9857172,-105.0242743,0.038557086,0.072121569,,0.844328729,1
A930004D18Rik,-58.62031532,-58.66120132,0.040885997,2.132568046,,0.839758136,1
Zfp408,-62.66977213,-62.66979827,2.61E-05,0.112378889,,0.995920583,1
Emx2os,-56.16764836,-56.16765112,2.76E-06,8.44E-05,,0.998674427,1
Hspb6,-135.0189902,-135.8254131,0.806422899,3.025357395,,0.36917994,1
AF529169,-49.85911203,-49.85911363,1.60E-06,2.533027679,,0.998990338,1
Apool,-100.8072763,-101.0966797,0.289403372,1.514391676,,0.590603117,1
Alyref2,-169.1223671,-169.1902516,0.067884479,1.690080439,,0.794442251,1
AA986860,-67.41264536,-68.38515906,0.972513698,7.911069857,,0.324054069,1
Caps2,-38.02246561,-38.02246536,-2.45E-07,0.023721026,,1,1
Mroh7,-45.83536597,-45.83536465,-1.32E-06,0.190140482,,1,1
Dna2,-76.71008014,-76.74162077,0.031540636,0.669313406,,0.85903961,1
Xylb,-46.98800657,-46.98836304,0.000356473,0.746269441,,0.984936435,1
Mark4,-13.51541273,-13.51541295,2.21E-07,0.306037932,,0.999624642,1
Zfp958,-53.35401756,-53.37017109,0.016153528,0.764912812,,0.898863998,1
1700084E18Rik,-36.19312352,-36.1941211,0.000997579,1.515141974,,0.974803419,1
Magohb,-135.2750149,-135.2760829,0.00106807,0.455118756,,0.97392871,1
Cntn3,-190.8980991,-190.9585717,0.060472506,0.697165826,,0.805750678,1
Rabl3,-108.618597,-108.6185956,-1.37E-06,0.004341505,,1,1
Cdc25b,-129.2792149,-129.3178195,0.038604573,0.000247926,,0.844234122,1
Zfp870,-75.86977432,-76.02059782,0.150823502,1.331668538,,0.697749629,1
Pgm3,-42.10129971,-42.21573103,0.114431317,3.124497187,,0.735154468,1
Slc5a5,-61.51046809,-61.51046714,-9.44E-07,0.006100084,,1,1
Galm,-56.09788916,-56.10053948,0.002650321,0.204572259,,0.958942032,1
Nos3,-92.87031002,-92.87030995,-6.76E-08,0.000476979,,1,1
Kdelc1,-156.6585202,-156.9434365,0.284916347,1.58376431,,0.593496826,1
Pnpla7,-215.2171025,-215.2171009,-1.67E-06,0.007347401,,1,1
Ifi204,-16.53014552,-16.53010507,-4.05E-05,0.468473286,,1,1
Gimap4,-28.15527867,-28.15527818,-4.87E-07,0.001541014,,1,1
Nwd1,-221.0638138,-221.0638127,-1.02E-06,0.0001152,,1,1
Mogat1,-26.78267446,-26.78266742,-7.04E-06,0.276881501,,1,1
Vgll4,-77.8467203,-77.84784764,0.001127343,1.122651811,,0.973215316,1
Ccdc167,-234.443135,-235.2148888,0.771753853,1.292525159,,0.37967503,1
Alms1,-129.3471575,-130.8522469,1.505089374,2.892919563,,0.219889936,1
Klk6,-88.36944988,-88.3694501,2.23E-07,0.090138428,,0.999623183,1
Gdf10,-177.5823539,-177.5823525,-1.40E-06,0.014250408,,1,1
Ier5l,-114.3439573,-114.3470984,0.003141097,0.985257115,,0.95530557,1
Gtf3a,-25.22779856,-25.22779981,1.25E-06,3.296390826,,0.999107843,1
Sec24d,-209.0642539,-209.0642533,-6.04E-07,0.000592048,,1,1
Fcgr3,-177.984758,-178.1768939,0.192135872,0.731190348,,0.661144863,1
Slc9a2,-62.68487882,-62.68480217,-7.66E-05,2.613547962,,1,1
St8sia2,-24.42411822,-24.42412511,6.89E-06,0.082521059,,0.997906191,1
3110082I17Rik,-56.87346398,-56.87346422,2.40E-07,0.000285922,,0.999609001,1
Sarm1,-258.2099837,-258.5767431,0.366759403,1.609718696,,0.544775992,1
Slc22a3,-42.83770819,-42.83750518,-0.000203009,0.235782588,,1,1
Slit1,-53.82777664,-53.8277806,3.97E-06,0.048203731,,0.998410984,1
Rbm41,-87.67134729,-87.67134698,-3.06E-07,0.003521349,,1,1
Fhad1,-43.34872469,-43.41999309,0.0712684,2.505562947,,0.789498866,1
Parm1,-73.68868806,-73.68868548,-2.58E-06,0.23404152,,1,1
Pcdhga5,-23.21556389,-23.21556369,-2.02E-07,0.004747651,,1,1
Ercc1,-54.75405366,-55.43662986,0.6825762,2.996650457,,0.408701028,1
Cfhr2,-62.62353148,-62.62353096,-5.27E-07,0.00615774,,1,1
2900009J06Rik,-78.24164185,-78.33250557,0.090863715,0.046820584,,0.76308198,1
Mamld1,-39.56922837,-39.56922873,3.59E-07,0.002699212,,0.999521847,1
Pcdhgb6,-15.58747315,-15.58747295,-2.00E-07,0.005102966,,1,1
Ccdc160,-139.6968598,-139.6968593,-5.02E-07,2.14E-05,,1,1
Aaas,-149.1893209,-149.1893197,-1.17E-06,0.003998383,,1,1
Hfm1,-61.84349835,-61.84545004,0.001951692,0.047819062,,0.964762552,1
Wfdc18,-97.84139203,-98.49727594,0.65588391,1.244743758,,0.41801685,1
Sdk1,-104.3239106,-104.3239088,-1.71E-06,3.131068048,,1,1
Zfp354b,-91.5845718,-91.60326999,0.018698192,0.587373506,,0.891235259,1
Coro6,-31.66626409,-31.66626398,-1.11E-07,1.688135201,,1,1
Nle1,-191.1388304,-191.6399529,0.501122495,4.268963496,,0.479007323,1
Orai3,-89.35472254,-89.51883666,0.164114123,2.325811425,,0.685396647,1
E130311K13Rik,-125.9517579,-125.9516784,-7.94E-05,0.09989404,,1,1
Ovgp1,-113.9238946,-113.9236236,-0.000271014,0.132799156,,1,1
Nudt5,-161.0909453,-161.4234196,0.332474276,0.992992974,,0.564205764,1
Zfyve19,-127.7241528,-127.7241526,-2.11E-07,0.00017864,,1,1
Zfp473,-39.74931229,-39.75372516,0.004412868,1.19608619,,0.947035948,1
2610307P16Rik,-37.90181039,-37.90118373,-0.00062666,0.62881486,,1,1
Moxd1,-169.971891,-170.0128131,0.040922076,0.017670144,,0.83968841,1
Gorab,-211.7427527,-211.7987684,0.056015724,0.130709222,,0.812907836,1
Cdon,-138.5912687,-138.5912678,-8.42E-07,0.002895898,,1,1
Ppp6r2,-147.1332404,-149.9608632,2.827622742,1.787033324,,0.092655421,1
Ehf,-25.3989416,-25.39885619,-8.54E-05,0.309996835,,1,1
Gm16596,-23.13646533,-23.20546971,0.069004379,3.152410761,,0.792791956,1
BC024978,-37.07366871,-37.07852933,0.004860625,0.930491402,,0.944417972,1
Gm5176,-35.66753399,-35.66753392,-7.09E-08,0.346553099,,1,1
Wnt4,-84.48673733,-84.51192062,0.025183283,0.001225884,,0.873911214,1
Tigd5,-115.5830909,-115.63712,0.054029089,1.632780453,,0.816195055,1
Notum,-45.53648051,-45.53683113,0.000350624,0.196917274,,0.985060516,1
Wrn,-127.9748632,-127.974863,-2.18E-07,0.003830198,,1,1
Gltpd1,-185.8566827,-186.1904939,0.333811254,0.121913341,,0.563423455,1
Stap1,-69.66445841,-69.6644593,8.87E-07,1.990787622,,0.99924862,1
